IR,Red
65789,71645
65779,71618
65782,71650
65771,71663
65768,71627
65783,71645
65764,71652
65786,71642
65782,71686
65761,71633
65788,71642
65754,71639
65746,71598
65750,71588
65741,71553
65726,71525
65725,71543
65720,71496
65753,71517
65710,71499
65704,71489
65732,71506
65705,71472
65725,71506
65714,71496
65700,71483
65738,71491
65698,71482
65699,71465
65690,71508
65712,71448
65736,71476
65707,71489
65696,71478
65736,71470
65722,71476
65705,71453
65685,71496
65682,71456
65719,71477
65715,71502
65709,71464
65737,71481
65669,71495
65713,71476
65741,71482
65697,71492
65714,71486
65722,71511
65726,71470
65744,71485
65688,71518
65715,71488
65740,71492
65700,71512
65703,71508
65725,71517
65697,71520
65739,71510
65712,71535
65708,71517
65739,71542
65716,71540
65737,71527
65746,71555
65727,71538
65744,71546
65717,71566
65719,71533
65755,71567
65715,71542
65746,71546
65741,71559
65726,71546
65746,71551
65729,71565
65738,71572
65739,71599
65743,71559
65759,71565
65736,71591
65746,71564
65723,71593
65738,71567
65767,71589
65743,71628
65751,71607
65776,71588
65741,71621
65752,71628
65761,71624
65755,71615
65778,71625
65745,71626
65772,71606
65744,71650
65731,71629
65762,71629
65749,71670
65770,71634
65798,71624
65760,71657
65793,71646
65743,71644
65748,71610
65785,71620
65742,71583
65747,71538
65734,71536
65720,71506
65742,71495
65703,71514
65703,71454
65752,71481
65707,71474
65734,71481
65729,71497
65701,71476
65716,71477
65719,71495
65703,71446
65734,71474
65701,71475
65720,71482
65717,71477
65700,71456
65725,71482
65708,71500
65725,71457
65733,71474
65704,71494
65714,71491
65744,71486
65711,71485
65715,71481
65710,71498
65705,71456
65723,71473
65712,71505
65715,71478
65723,71484
65706,71492
65715,71479
65706,71508
65723,71485
65738,71512
65703,71487
65724,71508
65733,71504
65711,71486
65748,71519
65708,71511
65719,71510
65728,71542
65714,71523
65747,71544
65711,71539
65715,71509
65724,71547
65735,71535
65735,71532
65731,71553
65730,71529
65758,71543
65723,71559
65743,71555
65724,71571
65736,71523
65742,71563
65741,71572
65738,71550
65760,71576
65729,71579
65756,71578
65729,71579
65725,71567
65770,71581
65758,71587
65758,71581
65746,71621
65756,71583
65766,71597
65741,71625
65756,71620
65775,71618
65766,71608
65748,71609
65751,71647
65752,71615
65786,71622
65746,71640
65773,71629
65757,71654
65768,71626
65776,71650
65764,71661
65787,71626
65788,71653
65779,71635
65761,71613
65769,71616
65762,71555
65760,71541
65730,71562
65737,71532
65732,71527
65721,71499
65754,71507
65694,71509
65702,71473
65726,71485
65724,71476
65738,71486
65697,71512
65723,71476
65763,71493
65707,71487
65723,71478
65732,71509
65723,71487
65723,71471
65683,71512
65713,71463
65733,71505
65712,71467
65731,71491
65704,71507
65716,71470
65735,71494
65733,71492
65743,71489
65725,71525
65727,71491
65722,71483
65703,71509
65708,71506
65741,71496
65720,71495
65719,71498
65730,71549
65709,71474
65725,71503
65729,71531
65717,71513
65758,71531
65745,71520
65721,71514
65741,71531
65735,71534
65754,71515
65730,71532
65729,71505
65759,71533
65727,71544
65737,71540
65761,71558
65747,71544
65744,71552
65746,71570
65755,71568
65782,71554
65750,71559
65764,71572
65738,71599
65741,71559
65777,71584
65731,71585
65746,71586
65768,71595
65756,71587
65781,71584
65750,71617
65769,71572
65763,71625
65737,71586
65777,71597
65751,71634
65762,71616
65768,71616
65739,71638
65758,71601
65794,71635
65772,71641
65782,71631
65768,71650
65781,71638
65801,71641
65768,71625
65788,71639
65762,71651
65758,71589
65763,71578
65738,71557
65735,71536
65748,71575
65727,71511
65756,71525
65706,71546
65730,71485
65746,71485
65736,71516
65752,71487
65739,71516
65744,71485
65754,71476
65710,71490
65737,71488
65744,71512
65725,71504
65745,71493
65732,71504
65730,71472
65750,71489
65723,71501
65719,71479
65755,71495
65726,71493
65742,71489
65744,71526
65725,71501
65743,71514
65717,71523
65715,71477
65759,71518
65728,71507
65725,71511
65729,71506
65724,71489
65761,71488
65716,71513
65721,71504
65744,71512
65756,71530
65753,71507
65738,71569
65724,71531
65770,71524
65730,71535
65761,71539
65742,71577
65735,71520
65762,71565
65735,71548
65754,71539
65746,71568
65769,71542
65755,71564
65744,71589
65759,71546
65790,71589
65757,71560
65761,71558
65755,71591
65750,71557
65758,71564
65746,71612
65763,71582
65777,71597
65775,71576
65778,71615
65757,71622
65756,71589
65808,71618
65769,71617
65794,71607
65780,71654
65777,71615
65793,71624
65771,71635
65786,71635
65790,71644
65784,71636
65785,71632
65780,71651
65786,71637
65804,71666
65773,71654
65798,71629
65785,71619
65771,71603
65783,71573
65777,71541
65774,71547
65719,71557
65735,71492
65771,71506
65728,71503
65755,71507
65743,71509
65747,71493
65761,71497
65717,71503
65740,71493
65738,71495
65727,71487
65750,71474
65726,71525
65736,71461
65733,71482
65715,71481
65738,71497
65739,71507
65726,71478
65761,71512
65722,71507
65721,71492
65758,71505
65730,71506
65756,71494
65739,71506
65733,71493
65751,71504
65726,71526
65736,71480
65745,71503
65757,71485
65743,71486
65746,71543
65735,71497
65772,71518
65725,71523
65732,71510
65763,71537
65732,71496
65766,71523
65747,71529
65751,71517
65757,71536
65738,71499
65789,71543
65730,71539
65751,71510
65773,71522
65744,71538
65770,71540
65739,71561
65760,71511
65776,71549
65745,71559
65786,71555
65768,71557
65753,71547
65767,71555
65760,71568
65737,71553
65764,71585
65761,71567
65782,71564
65757,71593
65768,71575
65788,71584
65753,71582
65769,71592
65768,71609
65764,71581
65803,71602
65776,71619
65794,71601
65782,71624
65775,71622
65789,71614
65774,71633
65771,71626
65807,71628
65787,71635
65775,71624
65775,71658
65779,71635
65822,71639
65773,71651
65770,71629
65796,71621
65765,71578
65779,71589
65729,71560
65757,71516
65767,71519
65746,71491
65752,71490
65746,71536
65739,71475
65772,71514
65721,71508
65741,71490
65758,71489
65730,71457
65750,71473
65732,71488
65729,71459
65768,71468
65726,71484
65734,71451
65760,71468
65729,71464
65752,71467
65724,71488
65730,71463
65759,71478
65715,71487
65731,71485
65729,71497
65728,71461
65765,71483
65749,71501
65752,71461
65739,71487
65731,71469
65742,71483
65738,71490
65732,71464
65772,71478
65738,71476
65734,71495
65744,71508
65725,71463
65760,71489
65712,71512
65748,71490
65740,71529
65747,71491
65746,71492
65729,71523
65728,71500
65755,71510
65742,71529
65753,71496
65741,71550
65738,71517
65769,71530
65747,71552
65748,71523
65776,71534
65752,71539
65773,71528
65729,71571
65756,71540
65772,71579
65757,71552
65771,71561
65762,71568
65762,71565
65792,71548
65762,71562
65764,71564
65749,71575
65761,71569
65786,71561
65762,71617
65772,71568
65794,71581
65749,71616
65774,71590
65792,71614
65776,71606
65795,71604
65773,71648
65774,71611
65802,71616
65772,71605
65813,71618
65775,71644
65776,71622
65804,71627
65774,71646
65787,71648
65798,71664
65787,71637
65783,71620
65784,71624
65791,71592
65776,71558
65767,71544
65770,71554
65734,71545
65742,71515
65785,71529
65746,71531
65744,71503
65751,71523
65746,71478
65768,71511
65737,71505
65750,71490
65752,71515
65734,71491
65758,71477
65730,71521
65723,71461
65769,71479
65753,71498
65767,71493
65766,71514
65765,71480
65782,71513
65742,71529
65773,71502
65794,71514
65763,71488
65781,71468
65767,71511
65782,71419
65813,71442
65795,71424
65811,71423
65799,71437
65772,71401
65807,71438
65802,71401
65834,71423
65811,71431
65807,71442
65778,71478
65799,71420
65812,71473
65798,71443
65807,71468
65795,71469
65828,71482
65786,71488
65808,71455
65801,71499
65803,71476
65831,71492
65815,71480
65835,71509
65808,71517
65830,71494
65818,71514
65814,71488
65836,71504
65825,71541
65837,71526
65837,71545
65821,71515
65869,71538
65836,71529
65848,71518
65795,71556
65820,71547
65867,71583
65830,71537
65864,71556
65824,71593
65849,71561
65858,71604
65833,71563
65866,71580
65840,71601
65865,71586
65852,71590
65861,71594
65897,71623
65853,71621
65878,71603
65865,71643
65865,71615
65907,71642
65853,71622
65894,71625
65850,71625
65850,71584
65855,71590
65847,71542
65856,71513
65817,71508
65854,71500
65820,71501
65834,71444
65843,71475
65811,71471
65821,71465
65817,71486
65816,71456
65827,71481
65808,71477
65825,71456
65815,71505
65815,71477
65849,71468
65818,71463
65849,71467
65799,71456
65827,71477
65819,71498
65827,71477
65864,71497
65819,71477
65853,71497
65813,71524
65834,71486
65855,71501
65826,71518
65861,71502
65819,71517
65832,71505
65856,71531
65857,71496
65872,71520
65836,71505
65864,71512
65864,71523
65854,71529
65882,71555
65862,71541
65860,71537
65845,71567
65875,71532
65886,71559
65854,71545
65886,71553
65871,71580
65851,71558
65869,71609
65866,71554
65899,71589
65872,71558
65892,71583
65897,71595
65884,71602
65879,71633
65881,71598
65914,71618
65894,71606
65903,71608
65879,71638
65892,71599
65898,71630
65896,71610
65935,71623
65898,71628
65904,71640
65900,71669
65914,71642
65926,71661
65898,71636
65931,71628
65903,71674
65912,71652
65927,71677
65912,71653
65922,71685
65902,71681
65913,71675
65919,71691
65930,71680
65941,71683
65919,71707
65924,71709
65941,71740
65919,71685
65967,71717
65918,71690
65955,71679
65899,71674
65896,71624
65926,71609
65871,71599
65883,71573
65878,71585
65866,71545
65895,71543
65882,71548
65870,71531
65877,71560
65863,71534
65895,71540
65859,71541
65891,71537
65861,71542
65855,71505
65894,71526
65885,71506
65902,71497
65864,71538
65907,71514
65889,71544
65867,71516
65912,71547
65866,71527
65906,71556
65884,71581
65875,71520
65918,71566
65884,71521
65907,71568
65896,71555
65892,71553
65909,71580
65896,71560
65934,71570
65862,71565
65898,71566
65897,71595
65891,71560
65910,71590
65909,71566
65917,71593
65904,71584
65890,71591
65909,71604
65892,71597
65920,71625
65918,71599
65946,71612
65907,71608
65929,71608
65906,71628
65914,71592
65949,71615
65919,71630
65933,71634
65921,71660
65916,71634
65943,71649
65929,71629
65940,71658
65941,71636
65959,71663
65919,71671
65967,71666
65961,71677
65948,71665
65972,71672
65950,71690
65941,71675
65970,71694
65935,71667
65983,71688
65945,71703
65985,71691
65916,71729
65941,71698
65954,71720
65951,71683
65964,71713
65962,71726
65945,71707
65978,71745
65958,71728
65989,71730
65966,71757
65970,71719
65986,71763
65961,71715
66004,71744
65973,71735
65990,71745
65957,71746
65977,71741
65973,71770
65979,71716
65966,71690
65952,71664
65948,71646
65926,71638
65929,71588
65918,71625
65927,71591
65936,71590
65928,71576
65915,71584
65905,71571
65921,71571
65932,71583
65904,71562
65948,71562
65909,71580
65946,71553
65912,71567
65912,71556
65921,71535
65902,71545
65944,71558
65928,71555
65937,71571
65917,71575
65910,71568
65930,71600
65917,71596
65939,71601
65930,71605
65913,71570
65932,71602
65922,71589
65939,71586
65934,71593
65944,71599
65920,71617
65935,71595
65946,71597
65931,71603
65931,71588
65924,71634
65919,71593
65939,71638
65947,71621
65963,71629
65920,71632
65927,71618
65947,71650
65957,71611
65974,71622
65951,71635
65980,71642
65933,71653
65942,71631
65962,71661
65944,71627
65971,71668
65948,71661
65959,71669
65938,71682
65951,71658
65980,71682
65954,71676
65973,71669
65945,71687
65969,71672
65963,71704
65954,71661
65993,71699
65952,71694
65974,71686
65948,71716
65961,71687
65961,71723
65968,71697
65982,71700
65951,71727
65985,71724
65974,71734
65974,71718
66000,71704
65965,71705
65985,71726
65966,71780
65980,71711
65987,71742
65983,71732
66008,71754
65977,71761
65969,71747
65993,71781
65999,71754
66001,71763
66002,71767
65983,71741
65966,71760
65975,71716
65991,71716
65964,71647
65980,71651
65939,71647
65942,71615
65939,71625
65932,71594
65947,71609
65910,71591
65952,71608
65938,71616
65941,71586
65957,71609
65919,71621
65954,71594
65921,71622
65917,71566
65974,71590
65938,71574
65942,71570
65921,71602
65936,71595
65946,71627
65953,71588
65952,71618
65924,71604
65940,71610
65928,71638
65935,71598
65964,71610
65941,71610
65952,71618
65933,71627
65915,71608
65946,71618
65953,71594
65966,71615
65925,71642
65931,71651
65974,71642
65945,71621
65965,71625
65965,71646
65958,71629
65949,71660
65962,71619
65986,71655
65959,71646
65970,71651
65966,71667
65953,71645
66001,71671
65968,71664
65979,71654
65940,71679
65960,71662
65951,71692
65972,71654
65983,71698
65973,71678
65990,71690
65955,71694
65978,71689
65977,71700
65968,71667
65996,71712
65953,71701
65984,71699
65976,71738
65987,71710
65992,71748
65980,71716
66010,71713
65960,71720
65972,71723
65986,71736
65991,71734
66002,71728
65988,71737
65991,71737
65993,71768
65979,71735
66016,71756
65990,71741
66027,71748
65975,71766
66004,71739
65990,71748
65989,71706
66020,71691
65969,71678
65977,71634
65951,71662
65948,71614
65965,71634
65953,71604
65960,71611
65938,71615
65941,71591
65962,71607
65917,71593
65962,71588
65921,71608
65936,71592
65930,71620
65926,71571
65981,71592
65949,71593
65954,71601
65933,71624
65950,71594
65983,71603
65935,71611
65942,71628
65932,71638
65936,71611
65985,71631
65931,71610
65962,71617
65934,71630
65952,71627
65953,71643
65955,71581
65961,71611
65938,71646
65936,71622
65965,71637
65945,71596
65990,71631
65964,71622
65959,71634
65953,71668
65955,71627
65970,71632
65947,71656
65965,71652
65939,71678
65971,71655
65983,71679
65959,71653
65981,71663
65963,71664
65981,71674
65985,71695
65979,71656
65992,71670
65966,71687
65982,71684
65971,71699
65969,71694
65997,71708
65969,71732
65978,71717
65990,71720
65989,71705
66021,71708
65986,71709
66001,71723
65961,71749
66004,71734
66013,71724
66001,71749
66020,71734
65973,71738
65995,71751
65995,71782
65997,71748
66038,71764
65994,71743
66011,71763
65999,71790
66006,71772
66034,71774
66005,71774
66030,71782
65990,71799
66010,71759
66012,71784
65993,71724
66011,71709
65968,71709
